pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
55161,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR31100PE,PE,NIFTY30MAR2631100.00PE,,26000,,,,,,5,65,1459348200,-1,2,3110000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,609175.0,Cash,,1,1,1801.0,65,0.0,665090.0,553260.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54852,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR28350CE,CE,NIFTY30MAR2628350.00CE,,26000,,,,,,5,65,1459348200,-1,2,2835000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,20.0,Cash,,1,1,1801.0,65,0.0,2020.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55033,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30150PE,PE,NIFTY30MAR2630150.00PE,,26000,,,,,,5,65,1459348200,-1,2,3015000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,514610.0,Cash,,1,1,1801.0,65,0.0,570525.0,458695.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54439,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21500CE,CE,NIFTY30MAR2621500.00CE,,26000,,,,,,5,65,1459348200,-1,2,2150000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,346080.0,Cash,,1,1,1801.0,65,0.0,401990.0,290170.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54646,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26300CE,CE,NIFTY30MAR2626300.00CE,,26000,,,,,,5,65,1459348200,-1,2,2630000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,3730.0,Cash,,0,1,1801.0,65,1377610.0,9070.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54929,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR28750PE,PE,NIFTY30MAR2628750.00PE,,26000,,,,,,5,65,1459348200,-1,2,2875000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,375725.0,Cash,,1,1,1801.0,65,0.0,431635.0,319815.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54449,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21750CE,CE,NIFTY30MAR2621750.00CE,,26000,,,,,,5,65,1459348200,-1,2,2175000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,321190.0,Cash,,1,1,1801.0,65,0.0,377095.0,265285.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54594,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25500CE,CE,NIFTY30MAR2625500.00CE,,26000,,,,,,5,65,1459348200,-1,2,2550000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,17995.0,Cash,,0,1,1801.0,65,3630120.0,34985.0,1005.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54595,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25500PE,PE,NIFTY30MAR2625500.00PE,,26000,,,,,,5,65,1459348200,-1,2,2550000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,69280.0,Cash,,0,1,1801.0,65,2490020.0,108210.0,30350.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54563,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24650PE,PE,NIFTY30MAR2624650.00PE,,26000,,,,,,5,65,1459348200,-1,2,2465000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,29505.0,Cash,,0,1,1801.0,65,83330.0,49670.0,9340.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62919,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21000PE,PE,NIFTY30MAR2621000.00PE,,26000,,,,,,5,65,1459348200,-1,2,2100000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,1735.0,Cash,,0,1,1801.0,65,1178840.0,3735.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55158,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR31050CE,CE,NIFTY30MAR2631050.00CE,,26000,,,,,,5,65,1459348200,-1,2,3105000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54742,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR27350CE,CE,NIFTY30MAR2627350.00CE,,26000,,,,,,5,65,1459348200,-1,2,2735000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,940.0,Cash,,0,1,1801.0,65,28470.0,2940.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54616,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25800CE,CE,NIFTY30MAR2625800.00CE,,26000,,,,,,5,65,1459348200,-1,2,2580000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,10105.0,Cash,,0,1,1801.0,65,2080260.0,21725.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62898,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR11000CE,CE,NIFTY30MAR2611000.00CE,,26000,,,,,,5,65,1459348200,-1,2,1100000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,1391615.0,Cash,,1,1,1801.0,65,0.0,1447530.0,1335700.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54570,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24850CE,CE,NIFTY30MAR2624850.00CE,,26000,,,,,,5,65,1459348200,-1,2,2485000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,49210.0,Cash,,0,1,1801.0,65,73255.0,80485.0,17935.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54507,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23200PE,PE,NIFTY30MAR2623200.00PE,,26000,,,,,,5,65,1459348200,-1,2,2320000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,7105.0,Cash,,0,1,1801.0,65,227890.0,9105.0,5105.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
56013,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR20150CE,CE,NIFTY30MAR2620150.00CE,,26000,,,,,,5,65,1459348200,-1,2,2015000.0,NSE,OPTIDX,1459348200,1453420800,1459348200,1453420800,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,480480.0,Cash,,1,1,1801.0,65,0.0,536390.0,424570.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54502,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23150CE,CE,NIFTY30MAR2623150.00CE,,26000,,,,,,5,65,1459348200,-1,2,2315000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,182715.0,Cash,,0,1,1801.0,65,130.0,237260.0,128170.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54837,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR27900PE,PE,NIFTY30MAR2627900.00PE,,26000,,,,,,5,65,1459348200,-1,2,2790000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,298835.0,Cash,,0,1,1801.0,65,3250.0,354620.0,243050.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54528,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23750CE,CE,NIFTY30MAR2623750.00CE,,26000,,,,,,5,65,1459348200,-1,2,2375000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,135965.0,Cash,,0,1,1801.0,65,9360.0,186585.0,85345.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54932,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR28850CE,CE,NIFTY30MAR2628850.00CE,,26000,,,,,,5,65,1459348200,-1,2,2885000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
41206,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR19650PE,PE,NIFTY30MAR2619650.00PE,,26000,,,,,,5,65,1459348200,-1,2,1965000.0,NSE,OPTIDX,1459348200,1454457600,1459348200,1454457600,0,0,0,0,0,,0,0,1456936298,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54550,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24350CE,CE,NIFTY30MAR2624350.00CE,,26000,,,,,,5,65,1459348200,-1,2,2435000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,84380.0,Cash,,0,1,1801.0,65,6175.0,126260.0,42500.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62965,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR32000CE,CE,NIFTY30MAR2632000.00CE,,26000,,,,,,5,65,1459348200,-1,2,3200000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456936300,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54665,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26350CE,CE,NIFTY30MAR2626350.00CE,,26000,,,,,,5,65,1459348200,-1,2,2635000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,3450.0,Cash,,0,1,1801.0,65,71110.0,8345.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62933,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR28000PE,PE,NIFTY30MAR2628000.00PE,,26000,,,,,,5,65,1459348200,-1,2,2800000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,300290.0,Cash,,0,1,1801.0,65,927080.0,356110.0,244470.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62922,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23000CE,CE,NIFTY30MAR2623000.00CE,,26000,,,,,,5,65,1459348200,-1,2,2300000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,202805.0,Cash,,0,1,1801.0,65,859395.0,257810.0,147800.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54667,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26400CE,CE,NIFTY30MAR2626400.00CE,,26000,,,,,,5,65,1459348200,-1,2,2640000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,3105.0,Cash,,0,1,1801.0,65,796900.0,7580.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54478,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR22500CE,CE,NIFTY30MAR2622500.00CE,,26000,,,,,,5,65,1459348200,-1,2,2250000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,246625.0,Cash,,1,1,1801.0,65,0.0,302345.0,190905.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54747,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR27450PE,PE,NIFTY30MAR2627450.00PE,,26000,,,,,,5,65,1459348200,-1,2,2745000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,246555.0,Cash,,0,1,1801.0,65,325.0,302025.0,191085.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54942,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR29150CE,CE,NIFTY30MAR2629150.00CE,,26000,,,,,,5,65,1459348200,-1,2,2915000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54516,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23450CE,CE,NIFTY30MAR2623450.00CE,,26000,,,,,,5,65,1459348200,-1,2,2345000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,154035.0,Cash,,0,1,1801.0,65,845.0,207120.0,100950.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54432,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21300PE,PE,NIFTY30MAR2621300.00PE,,26000,,,,,,5,65,1459348200,-1,2,2130000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
38517,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR10000PE,PE,NIFTY30MAR2610000.00PE,,26000,,,,,,5,65,1459348200,-1,2,1000000.0,NSE,OPTIDX,1459348200,1435968000,1459348200,1435968000,0,0,0,0,0,,0,0,1456936297,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54618,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25850CE,CE,NIFTY30MAR2625850.00CE,,26000,,,,,,5,65,1459348200,-1,2,2585000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,9195.0,Cash,,0,1,1801.0,65,101855.0,20035.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
64675,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR19800PE,PE,NIFTY30MAR2619800.00PE,,26000,,,,,,5,65,1459348200,-1,2,1980000.0,NSE,OPTIDX,1459348200,1453939200,1459348200,1453939200,0,0,0,0,0,,0,0,1456936300,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
63024,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR36000CE,CE,NIFTY30MAR2636000.00CE,,26000,,,,,,5,65,1459348200,-1,2,3600000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456936300,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62910,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR17000CE,CE,NIFTY30MAR2617000.00CE,,26000,,,,,,5,65,1459348200,-1,2,1700000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,794365.0,Cash,,1,1,1801.0,65,0.0,850280.0,738450.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54456,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21900PE,PE,NIFTY30MAR2621900.00PE,,26000,,,,,,5,65,1459348200,-1,2,2190000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,10.0,Cash,,1,1,1801.0,65,0.0,2010.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55125,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30400PE,PE,NIFTY30MAR2630400.00PE,,26000,,,,,,5,65,1459348200,-1,2,3040000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,539495.0,Cash,,1,1,1801.0,65,0.0,595410.0,483580.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54467,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR22200PE,PE,NIFTY30MAR2622200.00PE,,26000,,,,,,5,65,1459348200,-1,2,2220000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,35.0,Cash,,1,1,1801.0,65,0.0,2035.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54575,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24950PE,PE,NIFTY30MAR2624950.00PE,,26000,,,,,,5,65,1459348200,-1,2,2495000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,40135.0,Cash,,0,1,1801.0,65,75920.0,67065.0,13205.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
63020,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR34000CE,CE,NIFTY30MAR2634000.00CE,,26000,,,,,,5,65,1459348200,-1,2,3400000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456936300,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
35065,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR31350PE,PE,NIFTY30MAR2631350.00PE,,26000,,,,,,5,65,1459348200,-1,2,3135000.0,NSE,OPTIDX,1459348200,1451692800,1459348200,1451692800,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,634060.0,Cash,,1,1,1801.0,65,0.0,689975.0,578145.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54472,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR22350CE,CE,NIFTY30MAR2622350.00CE,,26000,,,,,,5,65,1459348200,-1,2,2235000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,261510.0,Cash,,1,1,1801.0,65,0.0,317310.0,205710.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55030,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30100CE,CE,NIFTY30MAR2630100.00CE,,26000,,,,,,5,65,1459348200,-1,2,3010000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54510,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23300CE,CE,NIFTY30MAR2623300.00CE,,26000,,,,,,5,65,1459348200,-1,2,2330000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,154500.0,Cash,,0,1,1801.0,65,585.0,208420.0,100580.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47007,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR40000CE,CE,NIFTY30MAR2640000.00CE,,26000,,,,,,5,65,1459348200,-1,2,4000000.0,NSE,OPTIDX,1459348200,1431561600,1459348200,1431561600,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55127,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30450PE,PE,NIFTY30MAR2630450.00PE,,26000,,,,,,5,65,1459348200,-1,2,3045000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,544470.0,Cash,,1,1,1801.0,65,0.0,600385.0,488555.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54579,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25100PE,PE,NIFTY30MAR2625100.00PE,,26000,,,,,,5,65,1459348200,-1,2,2510000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,46740.0,Cash,,0,1,1801.0,65,742560.0,77095.0,16385.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55008,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR29550CE,CE,NIFTY30MAR2629550.00CE,,26000,,,,,,5,65,1459348200,-1,2,2955000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
60845,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR41000CE,CE,NIFTY30MAR2641000.00CE,,26000,,,,,,5,65,1459348200,-1,2,4100000.0,NSE,OPTIDX,1459348200,1435449600,1459348200,1435449600,0,0,0,0,0,,0,0,1456936300,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54598,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25600CE,CE,NIFTY30MAR2625600.00CE,,26000,,,,,,5,65,1459348200,-1,2,2560000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,14980.0,Cash,,0,1,1801.0,65,1314560.0,30055.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54436,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21400PE,PE,NIFTY30MAR2621400.00PE,,26000,,,,,,5,65,1459348200,-1,2,2140000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62900,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR12000CE,CE,NIFTY30MAR2612000.00CE,,26000,,,,,,5,65,1459348200,-1,2,1200000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,1292075.0,Cash,,1,1,1801.0,65,0.0,1347990.0,1236160.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
